Date,Time,Open,High,Low,Close
2022-12-20,00:00,1434.93,1438.47,1336.08,1372.99
2022-12-21,00:00,1372.53,1373.40,1206.42,1221.39
2022-12-22,00:00,1221.23,1230.97,1102.77,1128.95
2022-12-23,00:00,1129.02,1211.04,1112.00,1175.36
2022-12-24,00:00,1175.27,1212.38,1103.73,1209.70
2022-12-25,00:00,1209.71,1217.48,1112.84,1131.60
2022-12-26,00:00,1131.93,1165.71,1098.76,1133.99
2022-12-27,00:00,1133.77,1174.93,1072.11,1166.54
2022-12-28,00:00,1166.82,1180.88,1071.46,1100.58
2022-12-29,00:00,1100.80,1142.99,1036.25,1073.22
2022-12-30,00:00,1073.07,1106.98,1047.17,1048.76
2022-12-31,00:00,1048.84,1075.26,973.98,976.88
2023-01-01,00:00,976.66,1033.71,963.43,1013.14
2023-01-02,00:00,1013.12,1105.40,1010.73,1075.63
2023-01-03,00:00,1075.69,1086.23,1001.87,1009.03
2023-01-04,00:00,1009.12,1021.51,949.42,983.98
2023-01-05,00:00,984.07,996.38,942.58,947.86
2023-01-06,00:00,947.98,957.26,886.75,905.94
2023-01-07,00:00,906.04,952.34,893.32,908.54
2023-01-08,00:00,908.55,957.68,880.57,883.81
2023-01-09,00:00,883.89,885.47,828.48,849.94
2023-01-10,00:00,849.85,882.62,824.16,824.42
2023-01-11,00:00,824.39,843.94,754.56,797.92
2023-01-12,00:00,797.78,829.41,781.30,825.45
2023-01-13,00:00,825.49,888.28,807.70,864.92
2023-01-14,00:00,864.81,880.27,840.18,846.03
2023-01-15,00:00,845.81,881.44,809.65,817.19
2023-01-16,00:00,817.03,892.73,804.19,875.36
2023-01-17,00:00,875.14,939.96,863.52,886.10
2023-01-18,00:00,885.96,910.00,829.66,900.85
2023-01-19,00:00,901.07,902.62,827.26,871.74
2023-01-20,00:00,871.76,901.03,841.57,850.58
2023-01-21,00:00,850.54,865.47,803.53,805.23
2023-01-22,00:00,805.26,833.36,787.29,813.33
2023-01-23,00:00,813.51,824.25,765.28,778.91
2023-01-24,00:00,778.96,829.29,771.27,794.30
2023-01-25,00:00,794.24,885.46,792.21,862.01
2023-01-26,00:00,861.90,877.87,820.30,845.64
2023-01-27,00:00,845.69,886.35,820.72,830.26
2023-01-28,00:00,830.38,903.54,823.98,898.26
2023-01-29,00:00,898.00,927.72,869.92,903.39
2023-01-30,00:00,903.36,942.19,873.85,923.65
2023-01-31,00:00,923.53,968.58,878.28,953.39
2023-02-01,00:00,953.84,982.43,938.24,979.23
2023-02-02,00:00,979.67,1000.46,945.24,980.17
2023-02-03,00:00,980.29,996.34,942.86,992.04
2023-02-04,00:00,992.16,1052.64,952.13,971.76
2023-02-05,00:00,971.79,998.85,915.27,997.00
2023-02-06,00:00,996.89,1056.26,995.52,1031.17
2023-02-07,00:00,1031.25,1074.98,1008.33,1058.84
2023-02-08,00:00,1058.63,1090.15,995.06,1003.07
2023-02-09,00:00,1002.84,1004.29,935.74,974.98
2023-02-10,00:00,975.12,982.83,890.56,897.14
2023-02-11,00:00,897.15,920.95,839.87,840.93
2023-02-12,00:00,840.93,894.71,822.60,887.46
2023-02-13,00:00,887.62,897.92,831.04,831.68
2023-02-14,00:00,831.50,889.98,818.38,836.31
2023-02-15,00:00,836.40,868.67,816.94,848.16
2023-02-16,00:00,848.22,854.02,803.74,818.00
2023-02-17,00:00,817.78,912.98,803.83,912.91
2023-02-18,00:00,912.65,943.79,894.36,937.27
2023-02-19,00:00,937.05,940.71,857.34,865.73
2023-02-20,00:00,865.68,867.79,814.70,836.91
2023-02-21,00:00,836.93,875.47,831.96,842.93
2023-02-22,00:00,843.07,882.80,816.07,874.14
2023-02-23,00:00,873.99,913.25,829.86,842.34
2023-02-24,00:00,842.03,863.04,810.21,831.67
2023-02-25,00:00,831.69,866.27,813.55,821.46
2023-02-26,00:00,821.63,856.46,791.37,796.52
2023-02-27,00:00,796.95,829.41,768.36,807.43
2023-02-28,00:00,807.50,843.45,801.80,841.75
2023-03-01,00:00,841.61,861.82,800.98,813.60
2023-03-02,00:00,813.64,861.20,799.13,815.53
2023-03-03,00:00,815.73,818.79,765.89,776.54
2023-03-04,00:00,776.36,787.49,721.88,781.89
2023-03-05,00:00,781.91,838.96,773.74,812.07
2023-03-06,00:00,811.99,827.74,768.79,786.19
2023-03-07,00:00,786.40,817.39,768.08,793.31
2023-03-08,00:00,793.14,813.59,733.06,751.17
2023-03-09,00:00,751.36,754.76,653.46,684.25
2023-03-10,00:00,684.21,714.67,659.25,684.10
2023-03-11,00:00,684.03,696.10,636.43,640.28
2023-03-12,00:00,640.45,662.13,571.01,571.70
2023-03-13,00:00,571.61,630.17,570.94,607.77
2023-03-14,00:00,607.87,627.55,592.87,620.63
2023-03-15,00:00,620.68,646.05,584.45,611.64
2023-03-16,00:00,611.58,623.48,558.93,569.61
2023-03-17,00:00,569.69,600.28,558.35,581.69
2023-03-18,00:00,581.82,593.16,549.40,565.78
2023-03-19,00:00,565.80,589.45,542.31,551.52
2023-03-20,00:00,551.50,610.97,548.63,578.70
2023-03-21,00:00,578.69,617.18,577.52,601.68
2023-03-22,00:00,601.54,601.64,550.75,557.97
2023-03-23,00:00,557.89,601.87,554.70,579.19
2023-03-24,00:00,579.17,613.13,562.05,612.03
2023-03-25,00:00,611.92,646.54,597.46,623.90
2023-03-26,00:00,623.93,653.37,598.79,653.22
2023-03-27,00:00,653.21,665.59,636.75,653.80
2023-03-28,00:00,653.71,678.42,621.06,665.20
2023-03-29,00:00,665.15,717.09,660.13,714.17
