Date,Time,Open,High,Low,Close
2023-03-20,12:00,8833.80,8843.76,8831.94,8843.00
2023-03-20,14:00,8842.98,8858.34,8835.14,8853.86
2023-03-20,16:00,8854.11,8868.44,8849.24,8851.99
2023-03-20,18:00,8851.98,8853.28,8839.91,8848.88
2023-03-20,20:00,8848.68,8857.41,8840.12,8848.64
2023-03-20,22:00,8848.59,8853.03,8828.01,8840.91
2023-03-21,00:00,8840.80,8846.68,8828.79,8842.98
2023-03-21,02:00,8843.18,8843.53,8822.36,8838.27
2023-03-21,04:00,8838.36,8849.62,8822.60,8832.09
2023-03-21,06:00,8832.13,8842.97,8818.25,8822.79
2023-03-21,08:00,8822.68,8824.49,8812.79,8814.14
2023-03-21,10:00,8813.96,8817.13,8807.02,8814.45
2023-03-21,12:00,8814.48,8824.65,8810.58,8817.18
2023-03-21,14:00,8817.05,8818.25,8804.93,8807.41
2023-03-21,16:00,8807.56,8823.39,8805.58,8807.90
2023-03-21,18:00,8807.85,8825.98,8803.93,8818.78
2023-03-21,20:00,8818.81,8827.35,8808.31,8818.44
2023-03-21,22:00,8818.29,8844.52,8818.17,8843.66
2023-03-22,00:00,8843.64,8847.39,8834.71,8843.67
2023-03-22,02:00,8843.73,8853.77,8837.16,8853.77
2023-03-22,04:00,8853.90,8873.54,8844.45,8871.63
2023-03-22,06:00,8871.56,8885.05,8866.32,8878.74
2023-03-22,08:00,8878.72,8899.20,8874.74,8877.57
2023-03-22,10:00,8877.47,8882.65,8866.03,8868.83
2023-03-22,12:00,8868.92,8896.85,8868.74,8881.42
2023-03-22,14:00,8881.38,8900.90,8874.35,8887.36
2023-03-22,16:00,8887.44,8891.58,8878.04,8889.27
2023-03-22,18:00,8889.27,8892.24,8880.13,8890.63
2023-03-22,20:00,8890.49,8909.02,8886.13,8891.63
2023-03-22,22:00,8891.15,8893.38,8867.49,8869.37
2023-03-23,00:00,8869.44,8884.24,8868.86,8880.22
2023-03-23,02:00,8880.38,8887.21,8871.98,8883.70
2023-03-23,04:00,8883.93,8897.94,8876.66,8888.77
2023-03-23,06:00,8888.81,8907.51,8883.91,8899.42
2023-03-23,08:00,8899.06,8920.34,8893.80,8901.40
2023-03-23,10:00,8901.44,8910.59,8894.72,8900.59
2023-03-23,12:00,8900.75,8901.94,8875.65,8875.94
2023-03-23,14:00,8876.03,8884.70,8860.44,8881.91
2023-03-23,16:00,8881.91,8897.14,8879.89,8889.59
2023-03-23,18:00,8889.30,8891.24,8864.25,8876.05
2023-03-23,20:00,8875.72,8898.29,8872.04,8896.89
2023-03-23,22:00,8897.06,8908.67,8892.60,8895.06
2023-03-24,00:00,8894.73,8905.46,8887.09,8904.20
2023-03-24,02:00,8904.12,8912.13,8901.57,8906.37
2023-03-24,04:00,8906.19,8918.51,8900.63,8918.36
2023-03-24,06:00,8918.26,8928.82,8909.04,8927.10
2023-03-24,08:00,8927.28,8938.42,8922.76,8925.92
2023-03-24,10:00,8926.06,8935.22,8920.46,8921.87
2023-03-24,12:00,8921.96,8934.62,8918.62,8919.30
2023-03-24,14:00,8919.27,8924.03,8906.43,8908.49
2023-03-24,16:00,8908.53,8925.24,8903.88,8922.35
2023-03-24,18:00,8922.53,8926.41,8907.88,8922.75
2023-03-24,20:00,8922.93,8930.42,8912.68,8916.66
