Date,Time,Open,High,Low,Close
2022-12-20,00:00,376202.3404,383692.3900,370177.0136,374004.8071
2022-12-21,00:00,374011.1733,383553.1226,363557.9472,369297.6677
2022-12-22,00:00,369250.8997,370117.9229,335981.4904,337424.6244
2022-12-23,00:00,337445.2739,349578.2043,332948.9497,346222.4690
2022-12-24,00:00,346288.2045,364514.4093,338909.8570,356693.3493
2022-12-25,00:00,356632.9460,360547.4543,348768.7215,353211.7189
2022-12-26,00:00,353231.2875,365544.2416,353015.1940,361065.7051
2022-12-27,00:00,361180.4469,362914.7203,344656.1153,345239.7163
2022-12-28,00:00,345222.2667,349112.5263,322859.8959,330843.6328
2022-12-29,00:00,330903.8515,336931.9786,319851.8429,325496.0209
2022-12-30,00:00,325467.6325,334608.4537,320329.9070,330410.1894
2022-12-31,00:00,330455.1833,339196.0277,323567.3210,332303.8294
2023-01-01,00:00,332294.7198,344197.3441,331560.5223,339004.2595
2023-01-02,00:00,339014.8691,352330.2564,335161.9308,350650.9397
2023-01-03,00:00,350687.6458,352937.4193,324411.4349,332378.9148
2023-01-04,00:00,332306.2443,339088.9193,330162.5667,330434.1449
2023-01-05,00:00,330287.1331,337465.3330,321256.6529,334985.9941
2023-01-06,00:00,335000.1499,345470.9461,332339.7474,343401.6517
2023-01-07,00:00,343316.1127,356190.7182,339192.1898,339661.0177
2023-01-08,00:00,339610.5958,342666.7573,323669.4223,334087.5749
2023-01-09,00:00,334112.9294,341391.2255,325374.9990,326370.9957
2023-01-10,00:00,326375.3744,326745.9240,303729.8487,310370.7988
2023-01-11,00:00,310432.2856,341933.4570,310277.8763,329233.0621
2023-01-12,00:00,329184.1906,337397.0204,321356.9295,331920.5237
2023-01-13,00:00,331929.4863,337296.5609,323680.0168,337054.3767
2023-01-14,00:00,336980.5869,345506.5959,331399.2562,339819.0415
2023-01-15,00:00,339813.3260,344640.3077,334203.1871,343933.8622
2023-01-16,00:00,343896.2786,380419.2390,343834.6498,368822.4345
2023-01-17,00:00,368822.8033,379276.8803,363418.1358,373027.9749
2023-01-18,00:00,373054.0369,383445.1040,368159.4446,372200.1207
2023-01-19,00:00,372104.1023,386144.2880,371057.0530,379695.8188
2023-01-20,00:00,379675.0521,400782.4249,378023.9554,381745.7551
2023-01-21,00:00,381733.0023,394988.4174,369109.6553,372132.9043
2023-01-22,00:00,372006.7967,384919.9421,366648.3445,378393.2463
2023-01-23,00:00,378363.3951,399278.4242,376724.9609,380942.3621
2023-01-24,00:00,380855.9801,390530.6158,374311.2711,385019.6151
2023-01-25,00:00,384991.9264,390377.1959,377895.4834,383706.4025
2023-01-26,00:00,383607.7213,385913.8631,371043.1340,384559.9535
2023-01-27,00:00,384567.1041,395907.6667,381687.6127,387506.5974
2023-01-28,00:00,387559.0939,404320.0248,384877.9819,389128.4736
2023-01-29,00:00,389191.9289,410629.2290,386723.9184,393524.7608
2023-01-30,00:00,393621.9610,406327.6619,390147.9690,398883.5674
2023-01-31,00:00,398937.2052,409199.8530,392735.5928,401295.7869
2023-02-01,00:00,401312.5011,401620.9114,370738.8835,373393.5463
2023-02-02,00:00,373417.1475,379939.2283,336167.9591,336628.3747
2023-02-03,00:00,336577.8575,395744.2117,332771.4157,393622.0332
2023-02-04,00:00,393649.2670,394675.4588,374163.4563,377759.2176
2023-02-05,00:00,377744.2077,391607.5725,375672.1642,387098.3928
2023-02-06,00:00,386975.4820,413701.0461,385321.1319,404493.3095
2023-02-07,00:00,404540.5941,409959.9461,383395.2141,387132.3960
2023-02-08,00:00,387075.2849,388034.8780,361693.6511,365851.8893
2023-02-09,00:00,365740.3571,371878.7006,352021.7553,357634.4033
2023-02-10,00:00,357548.7924,359987.1623,340178.0450,355163.2128
2023-02-11,00:00,355232.5637,358358.5283,335038.2828,345004.6628
2023-02-12,00:00,345015.4388,350328.5164,338063.9241,350200.5994
2023-02-13,00:00,350126.5774,361226.1587,344661.5776,348509.7479
2023-02-14,00:00,348385.8093,356585.7420,341385.0160,346326.3440
2023-02-15,00:00,346314.5902,365604.9247,342716.8507,362138.2334
2023-02-16,00:00,362030.6042,366021.0063,340591.1561,344199.7844
2023-02-17,00:00,344188.0564,363988.2919,343867.0274,352929.0807
2023-02-18,00:00,353019.1615,354467.1157,330021.5173,331767.1338
2023-02-19,00:00,331793.5682,332630.5618,311883.9314,314784.0374
2023-02-20,00:00,314773.1530,328499.6634,308033.3694,319567.5557
2023-02-21,00:00,319649.2492,324323.7010,311351.3170,320466.3479
2023-02-22,00:00,320500.4125,328521.9922,311717.1390,327431.9940
2023-02-23,00:00,327435.9748,341808.1622,327435.9748,335063.2930
2023-02-24,00:00,334921.8606,352979.8422,332193.6564,351774.1042
2023-02-25,00:00,351764.9279,384091.2464,343135.3799,376225.0712
2023-02-26,00:00,376292.0511,392877.5767,374670.7169,384187.7996
2023-02-27,00:00,384131.2835,389163.9872,357509.4409,357959.0086
2023-02-28,00:00,357841.5069,360113.1608,334795.6129,335232.0742
