Date,Time,Open,High,Low,Close
2023-04-16,19:30,633595.44,635146.83,631386.81,632443.47
2023-04-16,19:45,632429.20,632585.90,630282.67,631383.85
2023-04-16,20:00,631352.36,632210.10,629106.30,630141.72
2023-04-16,20:15,630129.55,630666.79,629109.45,629488.00
2023-04-16,20:30,629598.65,630011.13,627781.72,627883.04
2023-04-16,20:45,627891.67,631030.86,627824.65,629131.77
2023-04-16,21:00,629152.93,630637.50,628936.90,629505.42
2023-04-16,21:15,629498.41,630743.56,629101.45,630283.56
2023-04-16,21:30,630212.66,634374.60,628565.99,634369.29
2023-04-16,21:45,634333.89,635849.28,632397.02,634158.41
2023-04-16,22:00,634133.09,635754.11,632874.83,635742.86
2023-04-16,22:15,635778.40,637657.70,635746.34,637098.49
2023-04-16,22:30,637139.54,639049.26,636585.40,639004.18
2023-04-16,22:45,639114.75,639392.56,637250.01,637639.82
2023-04-16,23:00,637626.37,639886.52,636027.93,639746.41
2023-04-16,23:15,639688.87,640231.14,637184.26,639225.22
2023-04-16,23:30,639204.47,639309.35,637855.79,638680.28
2023-04-16,23:45,638572.53,641318.33,638186.45,640969.15
2023-04-17,00:00,640948.89,641021.97,639124.03,639643.95
2023-04-17,00:15,639634.76,640256.01,638405.26,640172.12
2023-04-17,00:30,640190.86,640394.00,637988.80,639245.27
2023-04-17,00:45,639230.10,639421.15,637780.23,637780.23
2023-04-17,01:00,637753.04,638425.94,635146.18,635185.48
2023-04-17,01:15,635188.10,638654.36,635188.10,638354.66
2023-04-17,01:30,638291.16,640485.79,637690.90,640485.79
2023-04-17,01:45,640476.58,641535.08,639871.47,641253.58
2023-04-17,02:00,641251.00,644325.46,641003.94,644004.24
2023-04-17,02:15,643945.12,646874.97,643308.14,645935.36
2023-04-17,02:30,645925.35,646471.25,645218.79,645839.57
2023-04-17,02:45,645743.26,647631.38,644473.63,644688.80
2023-04-17,03:00,644693.73,645562.84,643562.74,643709.25
2023-04-17,03:15,643747.90,645879.37,643357.21,645834.74
2023-04-17,03:30,645764.03,646483.04,644844.59,645277.49
2023-04-17,03:45,645220.12,646394.35,644462.76,646087.19
2023-04-17,04:00,646084.52,647205.68,645082.84,647161.20
2023-04-17,04:15,647102.75,649669.74,646913.20,648931.62
2023-04-17,04:30,648969.91,649290.77,645963.23,646009.55
2023-04-17,04:45,645996.63,646377.12,644848.66,645017.63
2023-04-17,05:00,645014.51,645057.07,642827.95,643963.08
2023-04-17,05:15,643976.64,644137.05,641104.27,642026.23
2023-04-17,05:30,642039.59,642060.93,637824.40,638000.72
2023-04-17,05:45,638074.60,638950.41,636998.21,638566.07
2023-04-17,06:00,638593.99,639396.29,636024.03,636853.97
2023-04-17,06:15,636848.30,637188.07,634841.11,634917.38
2023-04-17,06:30,634938.58,635660.93,634101.34,634484.30
2023-04-17,06:45,634524.77,634798.67,631499.39,633673.32
2023-04-17,07:00,633703.94,634374.70,632626.57,633204.65
2023-04-17,07:15,633220.24,635415.61,632844.64,634889.50
2023-04-17,07:30,634934.66,637500.04,634134.13,637390.23
2023-04-17,07:45,637437.04,638199.80,636371.69,637367.28
