Date,Time,Open,High,Low,Close
2023-04-16,19:30,499950.11,500043.67,498201.79,498372.18
2023-04-16,19:45,498370.99,499029.46,498142.44,498510.97
2023-04-16,20:00,498498.29,499077.69,498023.06,498463.45
2023-04-16,20:15,498443.43,499473.20,498414.29,499448.56
2023-04-16,20:30,499466.46,499490.32,498660.77,499118.43
2023-04-16,20:45,499124.98,499585.77,498251.53,498712.98
2023-04-16,21:00,498703.41,498703.41,497364.50,497536.41
2023-04-16,21:15,497523.02,498634.62,497100.86,497159.46
2023-04-16,21:30,497155.37,499009.14,497084.41,498845.59
2023-04-16,21:45,498857.64,499049.39,497482.44,497777.13
2023-04-16,22:00,497765.16,497980.72,497222.88,497753.88
2023-04-16,22:15,497745.87,498477.85,497584.74,497822.92
2023-04-16,22:30,497860.30,497866.13,496944.34,497327.70
2023-04-16,22:45,497311.54,497352.07,496715.68,496904.50
2023-04-16,23:00,496896.95,498370.14,496860.25,498341.10
2023-04-16,23:15,498340.55,498647.55,498043.67,498414.41
2023-04-16,23:30,498382.77,499685.55,498250.70,499140.41
2023-04-16,23:45,499108.73,499619.23,498292.79,498481.11
2023-04-17,00:00,498494.67,499154.74,498335.03,498519.84
2023-04-17,00:15,498508.03,498742.87,497878.55,498392.16
2023-04-17,00:30,498438.42,498659.35,497720.51,498066.02
2023-04-17,00:45,498074.64,498382.93,497384.22,498290.60
2023-04-17,01:00,498277.51,498733.81,497696.20,498060.00
2023-04-17,01:15,498047.93,498255.48,497546.56,497760.72
2023-04-17,01:30,497764.77,498484.90,497584.35,497891.04
2023-04-17,01:45,497831.10,498819.24,497814.25,498382.27
2023-04-17,02:00,498373.16,498958.81,498061.79,498866.53
2023-04-17,02:15,498835.09,499243.83,498512.72,499139.80
2023-04-17,02:30,499151.97,499930.67,499095.19,499630.29
2023-04-17,02:45,499630.72,499867.26,499087.96,499231.89
2023-04-17,03:00,499235.08,499374.54,498269.71,498568.07
2023-04-17,03:15,498547.83,499824.64,498348.12,499623.01
2023-04-17,03:30,499621.86,500019.61,499245.66,499735.55
2023-04-17,03:45,499714.43,500349.14,499284.37,499397.57
2023-04-17,04:00,499389.73,500364.28,499324.91,500334.85
2023-04-17,04:15,500319.26,500493.39,499453.44,499453.44
2023-04-17,04:30,499452.81,499709.06,499161.50,499532.30
2023-04-17,04:45,499518.77,499911.06,499249.24,499690.98
2023-04-17,05:00,499704.41,499906.45,499061.16,499079.37
2023-04-17,05:15,499060.63,499791.54,498582.16,499726.83
2023-04-17,05:30,499732.26,499870.53,499038.99,499038.99
2023-04-17,05:45,498992.61,499340.92,498740.40,498955.55
2023-04-17,06:00,498929.12,499679.99,498491.06,499487.22
2023-04-17,06:15,499517.93,499531.60,498738.71,498910.28
2023-04-17,06:30,498942.13,500013.45,498839.19,499180.50
2023-04-17,06:45,499182.12,500263.93,498767.24,500191.03
2023-04-17,07:00,500174.44,501127.21,500058.09,500496.92
2023-04-17,07:15,500513.81,500712.80,499761.96,500192.65
2023-04-17,07:30,500213.25,500361.52,499498.48,499737.12
2023-04-17,07:45,499737.83,499836.96,499083.33,499145.98
2023-04-17,08:00,499148.16,500100.07,499124.75,499988.52
2023-04-17,08:15,499982.14,500055.83,499420.06,499569.21
2023-04-17,08:30,499557.70,500497.96,499324.15,500080.04
2023-04-17,08:45,500071.98,500221.72,498451.10,498525.56
2023-04-17,09:00,498553.66,498736.84,497654.99,497789.84
2023-04-17,09:15,497783.44,498223.77,497363.08,497956.26
2023-04-17,09:30,497946.74,499109.13,497557.74,498883.61
2023-04-17,09:45,498880.07,499039.92,498348.08,498897.06
2023-04-17,10:00,498895.99,498895.99,498357.70,498623.26
2023-04-17,10:15,498631.14,498976.55,498295.15,498684.37
2023-04-17,10:30,498680.42,498702.59,497341.54,497341.54
2023-04-17,10:45,497329.30,497444.21,496560.76,496560.76
2023-04-17,11:00,496594.06,496714.52,495532.30,495571.42
2023-04-17,11:15,495570.92,495984.18,495106.64,495553.64
2023-04-17,11:30,495534.63,495883.08,494905.95,495341.68
2023-04-17,11:45,495328.35,495507.81,494761.75,495325.17
2023-04-17,12:00,495347.13,495630.85,494794.88,495526.67
2023-04-17,12:15,495525.90,496535.74,495510.90,496494.48
2023-04-17,12:30,496487.09,497200.31,496033.49,497090.24
2023-04-17,12:45,497079.06,497380.25,496456.14,496904.09
2023-04-17,13:00,496914.39,497520.85,496386.68,497520.85
2023-04-17,13:15,497502.99,497884.81,497297.06,497704.59
2023-04-17,13:30,497699.15,498069.48,497274.44,497624.12
2023-04-17,13:45,497601.70,498184.07,497040.55,497885.14
2023-04-17,14:00,497880.21,498446.02,497271.23,497393.05
2023-04-17,14:15,497411.34,497779.40,496643.85,497050.41
2023-04-17,14:30,497041.56,497326.34,496331.58,496683.48
2023-04-17,14:45,496688.15,496741.75,495948.51,496300.23
2023-04-17,15:00,496235.52,496630.14,495198.26,496295.11
2023-04-17,15:15,496297.73,496352.46,495574.79,495963.49
2023-04-17,15:30,495988.54,496882.74,495988.54,496746.90
2023-04-17,15:45,496727.26,497845.38,496660.59,497181.52
2023-04-17,16:00,497189.59,497489.45,496699.29,497422.49
2023-04-17,16:15,497432.81,497846.64,496802.61,497014.81
2023-04-17,16:30,497042.62,497229.09,495369.74,495539.43
2023-04-17,16:45,495544.18,496315.31,495508.94,496089.17
2023-04-17,17:00,496059.06,496392.50,494844.00,495745.53
2023-04-17,17:15,495739.71,496320.81,495020.66,495204.20
2023-04-17,17:30,495179.00,495550.59,493761.64,493810.77
2023-04-17,17:45,493826.77,494966.36,493276.23,494922.25
2023-04-17,18:00,494941.20,495296.29,494189.48,494513.75
2023-04-17,18:15,494521.72,494948.85,494035.26,494277.56
2023-04-17,18:30,494288.12,494714.84,494128.20,494474.89
2023-04-17,18:45,494467.82,494910.64,494113.89,494401.14
2023-04-17,19:00,494406.62,495564.86,494378.33,495178.40
2023-04-17,19:15,495166.41,495235.09,493856.33,494289.57
2023-04-17,19:30,494301.61,495723.17,494178.21,495594.88
2023-04-17,19:45,495603.87,496811.77,495392.43,496535.65
2023-04-17,20:00,496527.67,496937.03,496176.03,496403.72
2023-04-17,20:15,496417.08,496660.61,496249.62,496639.64
